"Link","Dam Name","Other Dam Name","NIDID","Inspection Date","Owner Type","Owner Name","NID Height (Ft.)","NID Storage","Primary Purpose","All Purposes","Dam Type","River","City","Distance","County","State","Congressional District","Congressional Rep.","Permitting Authority","Inspection Authority","Enforcement Authority","Eap Last Rev Date","Lat","Lon"
"","LAMBS POND DAM","FERC P-2801","MA01829","12/08/2014","Private","CURTIS HILL ESTATES, INC.","6.15","160","Other","Other","-","-","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-71.9758909","42.17736983"
"","MAPLE STREET DAM","FERC P-2801","MA02431","02/01/2012","Local Government","TOWN OF MANSFIELD, TOWN ENGINEER","21","70","Recreation","Recreation","Earth","CANOE RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.196696","42.048904"
"","NORUMBEGA RESERVOIR DIKE #4","FERC P-2801","MA01209","09/12/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","11","628","Water Supply","Water Supply","Earth","SEAVERNS BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","02/18/2013","-71.295581","42.32873"
"","WELLESLEY AVENUE DAM","-","MA03186","08/06/2009","Local Government","TOWN OF WELLESLEY, DEPARTMENT OF PUBLIC WORKS","11","358","Recreation","Recreation","Earth","ROSEMARY BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.25129577","42.30361806"
"","HERRING BROOK POND DAM","BRIDGE POND DAM","MA03143","-","Local Government","TOWN OF EASTHAM, BOARD OF SELECTMEN","7","27.5","Recreation","Recreation","-","-","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-69.99777","41.83104"
"","BROOKLINE RESERVOIR DAM","-","MA03343","12/02/2011","Local Government","TOWN OF BROOKLINE, DIRECTOR OF ENGINEERING","15","300","Other","Other","Earth","N/A","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","10/15/2012","-71.133262","42.328287"
"","BREED'S POND DIKE #11","-","MA03166","04/27/2015","Local Government","CITY OF LYNN, LYNN WATER AND SEWER COMMISSION","12","2000","Water Supply","Water Supply","Earth","MOORE'S BROOK TRIBUTARY OF SAUGUS RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","07/29/2013","-70.969686","42.483396"
"","MORSE POND DAM","-","MA03372","08/08/2012","Private","THE OPACUM LAND TRUST, INC.","8.5","204","Recreation","Recreation","Earth","-","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.01053","42.02716"
"","NISKAYUNA POND DAM","-","MA03409","-","Private","-","25","19","-","-","-","-","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.05048","42.256896"
"","CUSHING POND DAM","-","MA03209","-","Local Government","TOWN OF ABINGTON, BOARD OF SELECTMEN","12","30.6","Recreation","Recreation","-","BEAVER BROOK","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.980896","42.128976"
"","RED BROOK ROAD DAM","FERC P-2801","MA01037","-","Private","KENNETH E MARSTERS II","5","18","Other","Other","-","RED BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.5037","41.583299"
"","CRYSTAL LAKE DAM","FERC P-2801","MA01140","04/29/2015","Local Government","CITY OF HAVERHILL, OFFICE OF THE MAYOR","8","965","Water Supply","Water Supply","-","CREEK BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.139178","42.797484"
"","SPOT POND DAM","SPOT POND DAM NO. 1","MA02961","05/22/2013","State","DCR - DEPT. OF CONSERVATION & RECREATION","18","7779","Water Supply","Water Supply","Earth","SPOT POND BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","12/01/2006","-71.09043693","42.45662069"
"","MILL POND DAM","FERC P-2801","MA02016","12/15/2014","Private","OLD STURBRIDGE VILLAGE INC","12","72","Other","Other","Earth","QUINEBAUG RIVER RESERVOIR","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.095286","42.105322"
"","OAKMAN POND DAM","FERC P-2801","MA02153","04/22/2011","Private","ELIZABETH P. CARREIRO REVOCABLE TRUST","12.5","24.8","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","UNNAMED","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.765681","42.121055"
"","NEW CHARLES RIVER DAM","FERC P-2801","MA01092","06/23/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","36","7820","Flood Control","Flood Control, Navigation, Recreation","-","CHARLES RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-71.06074744","42.36866276"
"","PARKER POND DAM","FERC P-2801","MA01969","08/14/2012","Private","JEFFREY A. CARR & BONNIE G. LEVINE","12","7","Recreation","Recreation","-","PARKER BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.29060045","42.47977288"
"","WABAN HILL RESERVOIR DAM","FERC P-2801","MA01111","09/07/2012","Local Government","CITY OF NEWTON","22","60","Water Supply","Water Supply","Earth","OFFSTREAM","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","01/01/2009","-71.176633","42.337951"
"","MARE MEADOW RESERVOIR DAM","FERC P-2801","MA01020","12/04/2013","Local Government","CITY OF FITCHBURG, OFFICE OF THE MAYOR","41","6040","Water Supply","Water Supply","-","WARE RIVER - EAST BRANCH","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","03/02/2015","-71.936157","42.496197"
"","DAWSON POND DAM","FERC P-2801","MA01303","05/15/2006","State","DCR - DEPT. OF CONSERVATION & RECREATION","15","101","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","CHAFFIN BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.849167","42.335278"
"","PLAINFIELD POND DAM","FERC P-2801","MA02541","-","State","DCR - DEPT. OF CONSERVATION & RECREATION","8","262.3","-","-","-","KING BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","N","N","N","-","-72.9554","42.54669"
"","GAVCO POND DAM","FERC P-2801","MA01302","12/11/2009","State","DFG - DEPT. OF FISH AND GAME","21.8","132.6","Other","Other","Earth","TRIBUTARY OF WEST BR FEVER BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.23958051","42.49914274"
"","OLD MILL POND DAM","FERC P-2801","MA02017","-","Private","UNKNOWN","13","71","-","-","Masonry","QUINEBAUG RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-72.11458333","42.11526667"
"","HOBBS POND DAM","-","MA02973","07/22/2014","Local Government","TOWN OF WESTON, CONSERVATION COMMISSION","9","85","Recreation","Recreation","Earth","HOBBS BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","-","-71.27753","42.38979"
"","WALLIS POND DAM","FERC P-2801","MA02532","04/27/2015","State","DCR - DEPT. OF CONSERVATION & RECREATION","16","75","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","TRIBUTARY OF WHITIN RES.","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.78038816","42.07080545"
"","MAHAR REGIONAL SCHOOL DAM","FERC P-2801","MA01759","04/23/2015","Local Government","RALPH C. MAHAR REGIONAL SCHOOL DISTRICT","10","15","Recreation","Recreation","Earth","GULF BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.3044908","42.57628903"
"","LOWER MILL POND OR STONEY BROOK DAM","FERC P-2801","MA01076","07/19/2013","Local Government","TOWN OF BREWSTER, BOARD OF SELECTMEN","6.5","690","Recreation","Recreation","Earth","STONY BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.11252791","41.74418629"
"","TYLER DAM","FERC P-2801","MA01195","04/28/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","34","5500","Flood Control","Flood Control, Recreation, Fish and Wildlife Pond","Earth","ASSABET RIVER","HUDSON","-","MIDDLESEX","MA","MA03","Niki Tsongas (D)","Y","Y","Y","03/01/2013","-71.61400934","42.34578067"
"","WALLACE POND DAM","FERC P-2801","MA02729","05/28/2014","Private","FITCHBURG SPORTSMEN'S CLUB, INC.","10.5","360","Recreation","Recreation","-","BINNEY HILL BROOK, TRIBUTARY OF MILLERS BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.9249086","42.70309219"
"","MINOTT POND DAM","FERC P-2801","MA01019","06/14/2012","Private","UNKNOWN","6.5","32","Recreation","Recreation","Earth","TRIBUTARY OF MAHONEY BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.96207464","42.53599276"
"","MOSSY POND DAM","FERC P-2801","MA02759","08/11/2011","Private","TYCA CORPORATION","20","670","Recreation","Recreation","Earth","N/A","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.70171","42.41323"
"","FELLS RESERVOIR DAM - #2","-","MA03305","09/16/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","12","150","Water Supply","Water Supply","Earth","TRIBUTARY TO MALDEN RIVER","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","02/10/2011","-71.086217","42.447558"
"","HORSE SHOE REGULATING DAM","HORSE SHOE REGULATING DAM","MA03291","-","State","DCR - DEPT. OF CONSERVATION & RECREATION","32","1450","-","-","-","-","-","0","-","MA","MA02","James P. McGovern (D)","N","N","N","-","-72.29522","42.52004"
"","HARDING POND DAM","-","MA03435","-","Local Government","TOWN OF WHITMAN","9","16","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","MEADOW BROOK","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.959799","42.08556"
"","DELCARTE OPEN SPACE DAM NO. 3","-","MA03384","11/06/2013","Local Government","TOWN OF FRANKLIN","9.1","128","Recreation","Recreation","Earth","MILLER BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.383","42.0949"
"","UPPER LONG POND DAM RT 122 CAUSEWAY","-","MA03378","-","State","DCR - DEPT. OF CONSERVATION & RECREATION","7.7","570","-","-","-","-","-","0","-","MA","MA02","James P. McGovern (D)","N","N","N","-","-71.991715","42.359686"
"","MILL RIVER DAM","FERC P-2801","MA01010","11/04/2011","Local Government","CITY OF NORTHAMPTON, DEPARTMENT OF PUBLIC WORKS","40","165","Other","Other","Concrete","MILL RIVER DIVERSION","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.64638914","42.30637667"
"","HAYES POND DAM","FERC P-2801","MA01178","05/30/2013","Private","ELIAS F. AOUDE","12","75","Recreation","Recreation","Earth","BUMMET BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.70302243","42.23346124"
"","COLD BOTTOM POND DAM","FERC P-2801","MA01028","-","Private","-","12","50.97","-","-","-","TRIBUTARY OF EEL RIVER","-","0","-","MA","MA09","William R. Keating (D)","N","N","N","-","-70.61267708","41.91676367"
"","QUEQUECHAN CONTROL STRUCTURE","FERC P-2801","MA02548","11/03/2014","Local Government","CITY OF FALL RIVER, DEPT. OF COMMUNITY UTILITIES","25","27000","Other","Other","Concrete","QUEQUECHAN RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-71.148584","41.696307"
"","BERLE POND DAM","FERC P-2801","MA01046","-","Private","-","12","52.7","-","-","-","KONKAPOT BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","N","N","N","-","-73.31809604","42.22766172"
"","CRYSTAL LAKE DAM","FERC P-2801","MA01008","07/30/2012","Local Government","TOWN OF WAKEFIELD, BOARD OF SELECTMEN","6","992","Water Supply","Water Supply","Concrete","TRIBUTARY OF MILL RIVER OFFSTREAM","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.0721","42.496533"
"","AARON RIVER DAM","FERC P-2801","MA01280","11/10/2014","Local Government","TOWN OF COHASSET, BOARD OF SELECTMEN","30","2350","Water Supply","Water Supply","Earth","AARON RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","12/10/2012","-70.82350377","42.20945355"
"","WEQUAQUET LAKE DAM","FERC P-2801","MA02391","09/02/2015","Local Government","TOWN OF BARNSTABLE, DEPARTMENT OF PUBLIC WORKS","7","2212","Recreation","Recreation","Concrete","UNNAMED","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.33489","41.66016"
"","METROPOLITAN CIRCULAR DAM","FERC P-2801","MA02589","05/20/2015","State","DCR - DEPT. OF CONSERVATION & RECREATION","27","55","Flood Control","Flood Control, Recreation","Masonry","CHARLES RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.228079","42.316571"
"","SOUTH MIDDLETON DAM","FERC P-2801","MA01137","10/19/2011","Private","BOSTIK, INC.","10","63","Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond","-","IPSWICH RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.030946","42.569965"
"","HOBART POND","FERC P-2801","MA02493","11/03/2005","Local Government","TOWN OF WHITMAN, BOARD OF SELECTMEN","10","345","Recreation","Recreation","Earth","SHUMATUSCACANT RIVER","-","0","-","MA","MA08","Stephen F. Lynch (D)","Y","Y","Y","-","-70.92573679","42.08426663"
"","LOWER LONG POND DAM","FERC P-2801","MA01183","07/15/2009","Private","SANDY POND REAL ESTATE","8","103.1","Other","Other","Earth","TRIBUTARY OF LONG POND BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.54409825","42.56193953"
"","FOUNDRY LAKE DAM","FERC P-2801","MA01159","05/11/2009","Local Government","TOWN OF FOXBOROUGH, BOARD OF SELECTMEN","9","120","Recreation","Recreation","Earth","COCASSET RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.25922709","42.04769437"
"","BUTTON SHOP DAM #1","FERC P-2801","MA01254","03/19/1998","Private","RICHARD J. TACY","20","40","Recreation","Recreation","Masonry","MILL RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.701007","42.350156"
"","WINNING POND DAM","FERC P-2801","MA01216","-","Local Government","TOWN OF BILLERICA","7","110","Recreation","Recreation","-","TRIBUTARY OF CONCORD RIVER","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-71.29840876","42.55189164"
"","BUCKS POND DAM","FERC P-2801","MA02830","11/02/2011","Private","BUCK BROTHERS","10","22","Other","Other","-","DOROTHY BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.748317","42.200501"
"","RED DAM","FERC P-2801","MA02345","11/18/2014","Local Government","TOWN OF WINCHENDON, DEPARTMENT OF PUBLIC WORKS","15","30","Recreation","Recreation","Earth","NORTH BRANCH MILLERS RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","09/23/2013","-72.00065","42.699129"
"","OLD GRIST MILL POND DAM","FERC P-2801","MA02218","12/16/2011","Private","OLD GRIST MILL TAVERN","12","20","Recreation","Recreation","-","RUNNINS RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","06/26/2007","-71.33573935","41.81671127"
"","EAST MT. RESERVOIR DAM","FERC P-2801","MA02611","10/27/2011","Local Government","TOWN OF GREAT BARRINGTON, GREAT BARRINGTON FIRE DISTRICT","20","27","Water Supply","Water Supply","Earth","UNNAMED BROOK","-","0","-","MA","MA01","Richard E. Neal (D)","Y","Y","Y","-","-73.350689","42.18794485"
"","WINNEKENNI BASIN DAM","FERC P-2801","MA01197","11/03/2014","Local Government","CITY OF HAVERHILL, WATER DEPARTMENT","10","75","Water Supply","Water Supply","Earth","TRIBUTARY OF MERRIMACK RIVER","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.065564","42.790262"
"","WORCESTER DIVERSION LEVEE SYSTEM","FERC P-2801","MA02732","07/14/2010","Local Government","CITY OF WORCESTER, DEPARTMENT OF PUBLIC WORKS & PARKS","14","25.1","Other","Other","-","KETTLE BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.82749","42.21881"
"","GEORGE ST. POND DAM","-","MA03126","-","Local Government","TOWN OF PLAINVILLE, CONSERVATION COMMISSION","7","21.4","Other","Other","-","-","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.31922","42.01419"
"","NORUMBEGA RESERVOIR EAST DIKE","-","MA03314","09/12/2014","State","DCR - DEPT. OF CONSERVATION & RECREATION","10","628","Water Supply","Water Supply","Earth","SEAVERN'S BROOK","-","0","-","MA","MA05","Katherine M. Clark (D)","Y","Y","Y","02/18/2013","-71.292605","42.330114"
"","COGAN POND DAM","-","MA03337","11/02/2007","Private","PLEASANT VALLEY CC","26","31.2","-","-","-","COLD SPRING BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.74264","42.14795"
"","BLACK BROOK DAM","FERC P-2801","MA01057","05/21/2015","Local Government","TOWN OF RUSSELL, PL-566/FLOOD CONTROL, BOARD OF WATER COMMISSION","60","1620","Flood Control","Flood Control","Earth","BLACK BROOK","RUSSELL","-","HAMPDEN","MA","MA01","Richard E. Neal (D)","Y","Y","Y","11/26/2012","-72.88824564","42.20951598"
"","RANTOUL POND DAM","FERC P-2801","MA01207","-","Private","BELOSSELKY IPSWICH REALTY TRUST","8","150","Recreation","Recreation","-","TIDAL OUTLET","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.795764","42.679574"
"","LYNN RESERVOIR DAM","FERC P-2801","MA01285","11/09/2011","Local Government","CITY OF LYNN, LYNN WATER AND SEWER COMMISSION","10","74","Water Supply","Water Supply","Earth","SAUGUS RIVER OFFSTREAM","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.97291484","42.4749014"
"","SMITH POND DAM","FERC P-2801","MA00999","-","Private","UD - GLENN S. BERBERIAN","8","85","Recreation","Recreation","-","HOP BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.657705","42.291877"
"","ARTHUR J BOUSQUET DAM","FERC P-2801","MA02038","07/31/2012","Private","BOUSQUET FAMILY LAND TRUST","6.5","18.6","Recreation","Recreation","Earth","TRIBUTARY OF WARE RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-72.21103949","42.28727836"
"","STRATHMORE DIKE","FERC P-2801","MA01972","-","Private","WORONOCO HYDRO LLC","0","0","Hydroelectric","Hydroelectric","Earth","WESTFIELD RIVER","-","0","-","MA","MA01","Richard E. Neal (D)","N","N","N","-","-72.82849885","42.16793753"
"","SARGENT POND DAM","FERC P-2801","MA00986","11/16/2012","Private","STANLEY J. NICAS","15","660","Recreation","Recreation","-","TOWN MEADOW BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.9168975","42.24473076"
"","BARRETT PARK POND DAM","FERC P-2801","MA02287","07/22/2011","Local Government","CITY OF LEOMINSTER, RECREATION DEPARTMENT","15","105","Recreation","Recreation","Earth","TRIBUTARY OF NORTH NASHUA RIVER","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","06/01/2007","-71.77284217","42.52147826"
"","MORSES POND DAM","FERC P-2801","MA01120","08/08/2012","Local Government","TOWN OF WELLESLEY, DEPARTMENT OF PUBLIC WORKS","12","719","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","-","BOGLE BROOK TO WABAN BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.31827128","42.29519294"
"","RUSSELLS MILL POND DAM","FERC P-2801","MA02403","09/30/2012","Local Government","TOWN OF DARTMOUTH, BOARD OF SELECTMEN","8","23","Recreation","Recreation","Earth","PASKAMANSET RIVER","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-71.004313","41.57109"
"","FRESH POND DAM","FERC P-2801","MA01029","08/28/2012","Local Government","TOWN OF PLYMOUTH, DEPARTMENT OF PUBLIC WORKS","8","206","Irrigation","Irrigation, Recreation","Earth","TRIBUTARY OF BEAVER DAM BROOK","-","0","-","MA","MA09","William R. Keating (D)","Y","Y","Y","-","-70.561087","41.90541"
"","EAMES POND DAM","FERC P-2801","MA01950","12/09/2011","Private","PETER SHAW","13","42.9","Recreation","Recreation","-","TRIBUTARY OF LOWES BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","-","-71.841573","42.113555"
"","NOTOWN RESERVOIR DIKE","FERC P-2801","MA01240","07/02/2014","Local Government","CITY OF LEOMINSTER, DEPARTMENT OF PUBLIC WORKS","25","3900","Water Supply","Water Supply","Earth","MONOOSNOC BROOK","-","0","-","MA","MA02","James P. McGovern (D)","Y","Y","Y","06/01/2007","-71.830097","42.548161"
"","BUSWELL POND DAM","FERC P-2801","MA01096","06/12/2014","Private","JOHN & SARAH CAREY","4.4","22","Recreation","Recreation","Earth","ATLANTIC OCEAN OFFSTREAM","-","0","-","MA","MA06","Seth Moulton (D)","Y","Y","Y","-","-70.685901","42.598153"
"","UPPER CROW HILLS POND DAM","-","MA03273","05/13/2015","State","DCR - DEPT. OF CONSERVATION & RECREATION","11","43","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","FLAG BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.85507","42.519053"
"","HALES POND DAM","-","MA03432","08/06/2015","Local Government","TOWN OF WRENTHAM","20.25","150.05","Recreation","Recreation","-","BUNGAY BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.453246","42.024087"
"","CABOT POND DAM","-","MA03233","02/01/2012","Local Government","TOWN OF MANSFIELD, TOWN ENGINEER","9","70","Recreation","Recreation","Earth","RUMFORD RIVER","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.221763","42.012317"
"","FREEMAN LAKE DAM","CRYSTAL LAKE DAM/NEWFIELD POND DAM","MA03170","01/19/2012","Local Government","TOWN OF CHELMSFORD, DEPARTMENT OF PUBLIC WORKS","29","1500","Recreation","Recreation","Earth","STONY BROOK","-","0","-","MA","MA03","Niki Tsongas (D)","Y","Y","Y","-","-71.386813","42.631662"
"","WHITEHALL RESERVOIR DISTRIBUTION DAM","WHITEHALL RESERVOIR GATEHOUSE DAM","MA03302","06/17/2011","State","DCR - DEPT. OF CONSERVATION & RECREATION","14.5","2.4","Fish and Wildlife Pond","Recreation, Fish and Wildlife Pond","Earth","WHITEHALL BROOK","-","0","-","MA","MA04","Joseph P. Kennedy III (D)","Y","Y","Y","-","-71.565171","42.235932"
